"cod_cliente","edad_cliente","margen_beneficio","sdo_financiacion","sdo_inversion","sdo_inversion_fuera_bal","sdo_inversion_no_T1","sdo_financiacion_no_T1","imp_domiciliaciones_cargo","imp_cuota_pres_hip","imp_tarj_credito","imp_tarj_debito","imp_domiciliaciones_nom","imp_domiciliaciones_pen","imp_domiciliaciones_desem","sdo_imposiciones_plazo","sdo_fondos_inversion","sdo_plan_pensiones","sdo_seguros_ahorro","sdo_cta_vivienda","sdo_descubierto","sdo_cta_vista","sdo_avales","sdo_pres_hipotecarios","sdo_pres_personales","sdo_valores","imp_movimientos_cargo","imp_movimientos_abono","num_movimientos_cargo","num_movimientos_abono","num_accesos_banca_elec","flag"
"Client57513",44,12.34,0.0,6817.06,0.0,6817.06,0.0,7.67,0.0,0.0,0.0,1915.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6817.06,0.0,0.0,0.0,0.0,-66.27,1915.97,6,3,0,"N"
"Client57561",69,25.59,0.0,24715.7,0.0,24715.7,0.0,394.89,0.0,0.0,1002.0,0.0,1830.61,0.0,15002.0,0.0,0.0,0.0,0.0,0.0,9715.7,0.0,0.0,0.0,0.0,-2124.39,0.0,7,0,6,"N"
"Client57808",38,-3.99,20929.53,491.19,1191.17,491.19,20929.53,1620.21,385.14,1015.84,0.0,1866.35,0.0,0.0,0.0,0.0,1181.61,0.0,0.0,0.0,491.19,0.0,20929.53,0.0,0.0,-1256.62,1866.35,18,3,0,"N"
"Client57838",56,-11.85,19637.89,3312.78,0.0,3312.78,19637.89,440.18,541.6,1177.0,0.0,1560.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3312.78,0.0,19492.89,0.0,0.0,-4972.05,4216.81,22,7,6,"S"
"Client57853",44,-10.22,19650.95,535.09,0.0,535.09,19650.95,0.0,191.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.09,0.0,19650.95,0.0,0.0,0.0,166.0,0,4,0,"N"
"Client57878",46,-18.09,28913.21,4331.61,680.68,4331.61,28913.21,72.07,374.4,22.0,0.0,914.89,0.0,0.0,0.0,643.81,32.46,0.0,0.0,0.0,4331.61,0.0,28913.21,0.0,0.0,-18.0,0.0,3,0,0,"S"
"Client57991",51,-5.53,129839.09,783.68,0.0,783.68,129839.09,0.0,677.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.68,0.0,129839.09,0.0,0.0,0.0,707.0,0,3,0,"S"
"Client58135",53,29.48,81.0,3367.66,36445.98,3367.66,81.0,463.25,0.0,81.0,2360.61,1148.96,0.0,0.0,0.0,0.0,0.0,36648.78,0.0,0.0,3367.66,0.0,0.0,0.0,0.0,-1833.58,2033.91,26,6,14,"S"
"Client58218",59,-4.16,0.0,316.25,0.0,316.25,0.0,278.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.25,0.0,0.0,0.0,0.0,-274.68,428.0,3,3,0,"N"
"Client58304",65,438.86,102781.65,2677.65,0.0,2677.65,102781.65,925.33,978.7,642.0,0.0,0.0,3653.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2677.65,0.0,100001.55,1397.18,0.0,-2449.63,3605.06,10,3,13,"N"
"Client58488",29,143.41,70338.82,274.06,0.0,274.06,70338.82,84.14,417.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.06,0.0,70338.82,0.0,0.0,-2217.88,1802.0,5,3,0,"S"
"Client58492",39,-23.83,11106.92,570.2,0.0,570.2,11106.92,376.36,235.19,184.77,0.0,777.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.2,0.0,11106.92,0.0,0.0,-1097.41,2969.07,37,6,0,"N"
"Client58554",59,-1.17,34424.89,2511.56,0.0,2511.56,34424.89,226.43,608.99,1572.0,0.0,1802.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511.56,0.0,33539.51,867.38,0.0,-2851.0,1802.37,27,3,4,"N"
"Client58701",67,92.0,304.52,94424.39,0.0,94424.39,304.52,409.36,0.0,304.52,478.45,0.0,2053.52,0.0,90002.0,0.0,0.0,0.0,0.0,0.0,4424.39,0.0,0.0,0.0,0.0,-1316.51,2411.95,24,5,0,"S"
"Client58782",49,9.7,0.0,1146.78,0.0,1146.78,0.0,317.2,0.0,0.0,1004.77,1056.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.78,0.0,0.0,0.0,0.0,-865.19,1056.4,13,3,0,"N"
"Client58815",38,-6.57,40116.81,149.85,3742.77,149.85,40116.81,0.0,607.84,482.15,1147.43,1297.4,0.0,0.0,0.0,3673.54,0.0,0.0,0.0,0.0,149.85,0.0,39581.4,0.0,0.0,-1292.88,2456.4,24,6,8,"N"
"Client59034",40,58.81,44954.15,571.49,0.0,571.49,44954.15,0.0,434.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.49,0.0,44954.15,0.0,0.0,-365.72,0.0,3,0,7,"N"
"Client59046",32,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1152.0,5202.0,5,3,0,"S"
"Client59147",43,-98.27,97870.0,11829.48,0.0,11829.48,97870.0,207.51,428.73,0.0,2000.11,2151.62,0.0,0.0,9302.0,0.0,0.0,0.0,0.0,0.0,2529.48,0.0,97870.0,0.0,0.0,-1028.24,2151.62,19,3,4,"N"
"Client59167",63,6.45,3472.26,1956.88,0.0,1956.88,3472.26,1308.18,0.0,0.0,1488.27,2402.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.88,0.0,0.0,3472.26,0.0,-2806.61,0.0,22,0,9,"N"
"Client59228",29,12.37,0.0,2605.01,0.0,2605.01,0.0,405.42,0.0,0.0,398.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2605.01,0.0,0.0,0.0,0.0,-4204.94,2217.9,12,5,20,"S"
"Client59357",63,-15.21,0.0,258.24,0.0,258.24,0.0,518.25,0.0,0.0,311.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.24,0.0,0.0,0.0,0.0,-669.15,1117.37,9,3,0,"S"
"Client59394",61,-4.85,860.68,83.41,0.0,83.41,860.68,343.05,0.0,659.29,0.0,0.0,1360.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.41,0.0,0.0,0.0,0.0,-4783.01,4752.0,5,3,26,"S"
"Client59655",37,43.33,0.0,9521.62,0.0,9521.62,0.0,51.99,0.0,0.0,2464.94,3287.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9521.62,0.0,0.0,0.0,0.0,-666.7,0.0,10,0,0,"N"
"Client59701",53,49.49,2946.35,135.01,0.0,135.01,2946.35,175.03,0.0,352.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,65.01,0.0,0.0,1188.61,0.0,-123.21,152.0,3,3,17,"S"
"Client59871",48,-129.62,125160.72,2417.64,0.0,2417.64,125160.72,50.22,667.54,0.0,51.2,1311.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417.64,0.0,125160.72,0.0,0.0,-107.42,0.0,5,0,4,"N"
"Client60462",53,100.02,13465.72,168.15,8001.46,168.15,13465.72,28.49,0.0,1603.44,0.0,2358.62,0.0,0.0,0.0,0.0,7943.88,0.0,0.0,0.0,168.15,0.0,0.0,11080.02,0.0,-1588.48,2640.87,7,4,84,"S"
"Client60571",42,20.36,872.33,5576.25,5683.58,5576.25,872.33,98.72,74.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5621.89,0.0,0.0,5576.25,0.0,872.33,0.0,0.0,-276.13,2050.92,7,4,0,"N"
"Client60628",47,29.0,35675.4,65.78,0.0,65.78,35675.4,0.0,390.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78,0.0,35675.4,0.0,0.0,-386.43,0.0,3,0,0,"N"
"Client60679",41,6.11,11238.96,1555.81,40.56,1555.81,11238.96,262.87,164.48,0.0,1450.53,0.0,1557.21,0.0,0.0,0.0,40.14,0.0,0.0,0.0,1555.81,0.0,11238.96,0.0,0.0,-1544.96,102.0,12,3,0,"N"
"Client60700",47,-58.61,67118.76,1672.33,1354.67,1672.33,67118.76,233.77,375.93,0.0,1468.55,1886.27,0.0,0.0,0.0,0.0,1341.19,0.0,0.0,0.0,1672.33,0.0,67118.76,0.0,0.0,-295.63,0.0,19,0,0,"N"
"Client60895",59,-43.84,68212.04,12741.36,44217.33,12741.36,68212.04,822.03,441.82,270.19,0.0,2423.88,0.0,0.0,9017.4,0.0,1652.12,42506.39,0.0,0.0,3726.06,0.0,68212.04,0.0,0.0,-486.96,0.0,4,0,25,"N"
"Client60980",40,3.37,1053.63,0.0,0.0,0.0,1053.63,0.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.63,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client61010",60,-53.28,54267.7,6779.32,34.11,6779.32,54267.7,325.43,789.84,117.12,1309.19,3765.59,0.0,0.0,0.0,0.0,34.11,0.0,0.0,0.0,6779.32,0.0,54152.38,0.0,0.0,-5047.9,702.0,22,3,0,"N"
"Client61029",44,67.83,8602.0,1863.96,1216.67,1863.96,8602.0,0.0,0.0,0.0,114.6,1557.66,0.0,0.0,0.0,0.0,1189.07,0.0,0.0,0.0,1863.96,0.0,0.0,8602.0,0.0,-9362.38,11221.81,14,6,5,"S"
"Client61262",69,45.33,0.0,14494.43,0.0,14494.43,0.0,259.77,0.0,0.0,27.0,0.0,1205.02,0.0,9952.0,0.0,0.0,0.0,0.0,0.0,4544.43,0.0,0.0,0.0,0.0,-66.56,2083.79,4,6,0,"N"
"Client61275",60,19.4,1152.24,3677.26,8351.44,3677.26,1152.24,486.73,0.0,1152.24,1849.56,2871.63,0.0,0.0,0.0,0.0,0.0,8404.42,0.0,0.0,3677.26,0.0,0.0,0.0,0.0,-980.56,72.0,11,3,11,"N"
"Client61307",41,4.99,67.6,4029.89,0.0,4029.89,67.6,1354.72,0.0,67.6,0.0,2202.0,0.0,0.0,0.0,0.0,0.0,1057.65,0.0,0.0,4029.89,0.0,0.0,0.0,0.0,-2422.21,102.0,17,3,0,"N"
"Client61361",67,4.05,0.0,1247.06,0.0,1247.06,0.0,740.62,0.0,0.0,597.87,0.0,1524.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.06,0.0,0.0,0.0,0.0,-172.21,0.0,6,0,6,"S"
"Client61436",30,-121.02,65414.7,41263.05,23803.65,41263.05,65414.7,674.23,483.93,168.05,0.0,1097.62,0.0,0.0,36002.0,3282.18,0.0,20500.21,0.0,0.0,5263.05,0.0,65414.7,0.0,0.0,-708.02,2160.29,9,5,6,"N"
"Client61556",57,15.82,2227.59,3538.68,0.0,3538.68,2227.59,532.13,0.0,0.0,406.15,1116.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3538.68,0.0,0.0,2227.59,0.0,-456.17,1116.68,9,3,3,"N"
"Client61603",51,-51.2,66550.47,553.49,0.0,553.49,66550.47,0.0,371.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.49,0.0,66550.47,0.0,0.0,0.0,462.0,0,3,0,"N"
"Client61627",35,16.61,0.0,9590.93,0.0,9590.93,0.0,351.2,0.0,82.0,0.0,1175.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9590.93,0.0,0.0,0.0,0.0,-598.0,0.0,4,0,0,"N"
"Client61629",48,165.41,138533.62,105148.9,0.0,105148.9,138533.62,0.0,687.4,0.0,0.0,0.0,0.0,0.0,102944.33,0.0,0.0,0.0,0.0,0.0,2206.57,0.0,138533.62,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client61688",73,7.35,233.08,892.4,0.0,892.4,233.08,583.59,0.0,145.4,1233.84,0.0,1249.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.4,0.0,0.0,0.0,0.0,-1607.17,3.09,25,3,0,"S"
"Client61921",35,18.6,14497.9,0.0,0.0,0.0,14497.9,5961.21,0.0,72.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14427.29,0.0,-5153.13,2874.9,15,8,25,"S"
"Client61935",61,86.42,15142.12,3366.94,0.0,3366.94,15142.12,182.58,0.0,46.07,0.0,0.0,2116.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366.94,0.0,0.0,15068.05,0.0,-5.36,0.0,3,0,0,"S"
"Client61960",35,86.53,93629.27,3644.25,0.0,3644.25,93629.27,317.44,487.53,0.0,888.18,1859.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.25,0.0,0.0,93629.27,0.0,-803.53,2.02,5,3,7,"N"
"Client61978",44,147.94,115967.43,1121.12,0.0,1121.12,115967.43,346.14,742.74,30.0,302.0,1359.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.12,0.0,115038.05,0.0,0.0,-1691.94,1359.43,18,3,3,"S"
"Client62047",61,-11.61,48378.12,4567.76,0.0,4567.76,48378.12,379.91,684.2,712.95,0.0,1473.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4567.76,5002.0,48378.12,0.0,0.0,-1851.71,1473.11,14,3,0,"N"
"Client62212",29,10.33,0.0,8772.91,0.0,8772.91,0.0,82.73,0.0,0.0,545.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8772.91,0.0,0.0,0.0,0.0,-519.01,76.95,7,3,0,"S"
"Client62237",59,10.31,5826.87,742.97,0.0,742.97,5826.87,418.16,227.28,1623.98,0.0,1532.94,285.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.97,0.0,5324.89,0.0,0.0,-659.11,1832.94,10,5,50,"N"
"Client62283",41,15.19,0.0,1367.77,0.0,1367.77,0.0,825.87,0.0,2266.62,0.0,1188.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.77,0.0,0.0,0.0,0.0,-1966.4,4450.94,12,7,20,"N"
"Client62285",65,0.0,0.0,5.69,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client62311",46,234.85,182624.18,2910.69,0.0,2910.69,182624.18,151.79,1041.72,0.0,0.0,2862.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2910.69,0.0,182624.18,0.0,0.0,0.0,0.0,0,0,0,"S"
"Client62485",52,186.4,54335.72,4477.4,0.0,4477.4,54335.72,13392.32,361.24,1002.0,2189.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4477.4,0.0,42610.81,3410.17,0.0,-53612.74,48258.85,69,21,19,"S"
"Client62622",39,5.35,37.0,1052.39,0.0,1052.39,37.0,59.05,0.0,187.0,0.0,555.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.39,0.0,0.0,0.0,0.0,-37.02,555.39,3,3,0,"S"
"Client62694",48,6.7,61387.99,341.78,1657.56,341.78,61387.99,17.97,383.41,220.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657.56,0.0,0.0,341.78,0.0,60029.45,0.0,0.0,-524.4,982.0,8,5,0,"S"
"Client62730",64,10.65,6509.81,626.7,0.0,626.7,6509.81,511.37,0.0,0.0,0.0,724.58,312.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.7,0.0,0.0,6509.81,0.0,-3.0,2.01,4,3,0,"S"
"Client62822",72,43.61,781.85,20356.37,0.0,20356.37,781.85,510.99,0.0,109.22,0.0,0.0,1675.49,0.0,15002.0,0.0,0.0,0.0,0.0,0.0,5356.37,0.0,0.0,0.0,0.0,-311.01,84.69,4,3,0,"N"
"Client62856",65,49.9,15269.13,1341.55,0.0,1341.55,15269.13,177.62,383.7,0.0,565.61,0.0,733.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.55,0.0,14324.45,0.0,0.0,-704.2,1780.83,13,6,0,"S"
"Client62958",39,-16.08,23760.33,381.16,771.2,381.16,23760.33,167.81,265.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.6,0.0,0.0,0.0,381.16,0.0,23760.33,0.0,0.0,-148.47,0.0,4,0,6,"N"
"Client63088",40,4.66,0.0,74.29,0.0,74.29,0.0,221.29,0.0,0.0,7.0,972.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.29,0.0,0.0,0.0,0.0,-327.89,92.0,7,3,0,"N"
"Client63184",73,30.03,2603.36,24689.92,0.0,24689.92,2603.36,0.0,45.78,0.0,0.0,0.0,0.0,0.0,24002.0,0.0,0.0,0.0,0.0,0.0,689.92,0.0,2603.36,0.0,0.0,0.0,0.0,0,0,0,"N"
"Client63189",53,43.61,0.0,31602.51,0.0,31602.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25002.0,0.0,0.0,0.0,0.0,0.0,6602.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,"N"
"Client63287",46,-11.98,0.0,18032.52,0.0,18032.52,0.0,200.58,0.0,0.0,542.25,1863.86,0.0,0.0,7002.0,0.0,0.0,0.0,0.0,0.0,11032.52,0.0,0.0,0.0,0.0,-1904.33,2171.19,22,8,0,"N"
"Client63435",61,6.9,0.0,4365.16,0.0,4365.16,0.0,947.7,0.0,0.0,735.34,1772.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4365.16,0.0,0.0,0.0,0.0,-2627.7,1258.0,45,5,13,"N"
"Client63592",58,2.57,46.9,686.87,0.0,686.87,46.9,887.44,0.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.87,0.0,0.0,0.0,0.0,-1554.72,1235.12,14,5,0,"S"
"Client63605",30,5.72,0.0,2327.33,0.0,2327.33,0.0,352.0,0.0,0.0,233.47,995.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327.33,0.0,0.0,0.0,0.0,-69.4,0.0,3,0,0,"N"
"Client63685",38,39.63,1043.38,529.97,0.0,529.97,1043.38,309.63,0.0,117.36,1353.84,3278.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.97,0.0,0.0,0.0,0.0,-909.24,3285.82,12,4,61,"S"
"Client63718",47,12.95,0.0,30026.88,0.0,30026.88,0.0,38.01,0.0,0.0,585.82,2075.87,0.0,0.0,24002.0,0.0,0.0,0.0,0.0,0.0,6026.88,0.0,0.0,0.0,0.0,-1470.91,0.0,8,0,4,"N"
"Client63825",46,338.11,128984.67,1960.84,0.0,1960.84,128984.67,348.15,645.79,620.77,312.38,2461.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.84,0.0,126076.07,0.0,0.0,-1111.32,818.77,13,8,55,"N"
"Client63966",32,45.14,3976.35,459.4,0.0,459.4,3976.35,561.52,0.0,0.0,102.0,0.0,716.9,0.0,52.0,0.0,0.0,0.0,0.0,0.0,409.4,0.0,0.0,3202.0,0.0,-678.97,602.0,5,3,0,"S"
"Client63997",55,4.04,0.0,1745.18,0.0,1745.18,0.0,664.35,0.0,0.0,1011.2,2157.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.18,0.0,0.0,0.0,0.0,-2016.86,0.0,26,0,6,"N"
"Client64218",35,19.95,1649.6,3784.25,0.0,3784.25,1649.6,542.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3784.25,0.0,0.0,1649.6,0.0,-501.05,6163.14,10,4,0,"S"
"Client64467",61,9.73,269.7,1423.2,0.0,1423.2,269.7,269.66,0.0,269.7,128.0,1448.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.2,0.0,0.0,0.0,0.0,-298.43,0.0,13,0,0,"N"
"Client64495",43,16.91,1860.53,1190.97,0.0,1190.97,1860.53,365.32,0.0,722.43,0.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.97,0.0,0.0,932.91,0.0,-15142.95,14002.0,9,4,0,"S"
"Client64506",33,69.64,45288.97,0.0,0.0,0.0,45288.97,0.0,822.36,472.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45168.09,0.0,0.0,-348.0,202.0,6,3,0,"N"
"Client64508",64,17.49,632.14,9144.78,7447.0,9144.78,632.14,16.64,0.0,591.0,0.0,744.61,0.0,0.0,7002.0,0.0,7396.04,0.0,0.0,0.0,2144.78,0.0,0.0,0.0,0.0,0.0,744.61,0,3,0,"N"
"Client64571",65,4.85,0.0,143.46,0.0,143.46,0.0,683.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,"S"
"Client64601",57,9.32,0.0,541.78,0.0,541.78,0.0,1201.86,0.0,0.0,1102.0,3228.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.78,0.0,0.0,0.0,0.0,-1865.55,6102.0,7,4,0,"S"
"Client64778",43,97.9,19055.27,1949.04,32022.35,1949.04,19055.27,455.28,0.0,340.19,676.4,1874.77,0.0,0.0,0.0,0.0,31692.4,0.0,0.0,0.0,1949.04,0.0,0.0,18717.08,0.0,-224.63,2187.17,7,4,0,"S"
"Client64925",52,227.77,126173.69,1023.82,0.0,1023.82,126173.69,1678.25,785.62,102.0,422.0,2323.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.82,0.0,125427.52,0.0,0.0,-1879.9,102.01,15,4,0,"S"
"Client65049",40,33.19,730.0,2813.62,0.0,2813.62,730.0,149.39,0.0,1202.0,231.59,2443.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813.62,0.0,0.0,0.0,0.0,-1835.0,102.0,6,3,9,"S"
"Client65078",41,23.39,456.63,97.48,0.0,97.48,456.63,45.33,0.0,787.14,0.0,1332.66,0.0,0.0,13.51,0.0,0.0,0.0,13.51,0.0,85.97,0.0,0.0,0.0,0.0,-98.0,0.0,3,0,3,"S"
"Client65235",67,79.28,0.0,40338.7,0.0,40338.7,0.0,2694.61,0.0,0.0,0.0,0.0,1407.68,0.0,30002.0,0.0,0.0,0.0,0.0,0.0,10338.7,0.0,0.0,0.0,0.0,-764.89,1407.68,9,3,0,"N"
"Client65262",50,7.88,0.0,51.36,37.94,51.36,0.0,207.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.89,0.0,0.0,0.0,51.36,0.0,0.0,0.0,0.0,-873.91,0.0,8,0,0,"N"
"Client65280",35,-71.84,120194.05,5978.66,0.0,5978.66,120194.05,132.0,684.25,2004.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5978.66,0.0,120194.05,0.0,0.0,-128.9,0.0,4,0,4,"N"
"Client65394",57,13.46,22092.34,1996.93,0.0,1996.93,22092.34,0.0,374.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996.93,0.0,22092.34,0.0,0.0,-22.0,0.0,3,0,0,"N"
"Client65426",61,-52.96,619.9,5173.06,4218.91,5173.06,619.9,332.44,0.0,0.0,129.01,1843.98,0.0,0.0,0.0,0.0,0.0,4218.91,0.0,0.0,5173.06,0.0,0.0,0.0,0.0,-1567.04,1072.0,11,5,0,"N"
"Client65497",46,12.25,1807.94,1034.67,0.0,1034.67,1807.94,713.54,0.0,60.4,0.0,993.58,1115.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.67,0.0,0.0,1749.54,0.0,-421.17,0.0,5,0,0,"S"
"Client65506",34,52.94,0.0,2346.7,0.0,2346.7,0.0,83.97,0.0,0.0,172.0,1091.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.7,0.0,0.0,0.0,0.0,-658.49,0.0,10,0,0,"S"
"Client65620",71,16.66,0.0,3878.31,20789.51,3878.31,0.0,233.24,0.0,0.0,0.0,0.0,723.61,0.0,0.0,15113.64,0.0,8035.65,0.0,0.0,3878.31,0.0,0.0,0.0,0.0,-798.54,0.0,7,0,0,"N"
"Client65653",45,-5.74,13443.28,1137.6,0.0,1137.6,13443.28,0.0,126.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.6,0.0,13443.28,0.0,0.0,-22.0,0.0,3,0,0,"N"
"Client65661",28,23.7,202.93,598.79,1247.78,598.79,202.93,131.49,0.0,202.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.83,0.0,0.0,598.79,0.0,0.0,0.0,0.0,-298.42,0.0,4,0,13,"S"
"Client65667",60,9.51,523.25,2670.44,0.0,2670.44,523.25,100.67,0.0,0.0,0.0,0.0,1762.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.44,0.0,0.0,523.25,0.0,-480.27,244.99,6,3,0,"N"
"Client65671",54,16.99,225.07,6398.38,20007.94,6398.38,225.07,1259.66,0.0,875.07,165.07,1779.23,0.0,0.0,0.0,0.0,0.0,20006.77,0.0,0.0,6398.38,0.0,0.0,0.0,0.0,-1746.85,1079.44,26,8,4,"N"
"Client65687",51,-10.29,45132.89,2230.93,0.0,2230.93,45132.89,325.38,366.96,630.07,434.25,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2180.93,0.0,44288.98,0.0,0.0,-1589.21,758.27,19,6,0,"S"
"Client65759",51,10.02,45052.19,2163.76,0.0,2163.76,45052.19,379.15,366.96,666.7,321.64,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2113.76,0.0,44288.98,0.0,0.0,-2011.34,61.09,23,5,0,"S"
"Client65781",38,-53.95,81876.17,4.03,0.0,4.03,81876.17,0.0,429.14,0.0,230.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,81876.17,0.0,0.0,-144.96,244.0,10,5,55,"S"
"Client65815",61,9.2,255.54,17877.14,16001.83,17877.14,255.54,2604.31,0.0,1187.4,0.0,2234.9,0.0,0.0,7214.24,0.0,15293.45,0.0,0.0,0.0,10664.9,0.0,0.0,0.0,0.0,-4003.4,4098.76,30,4,6,"N"
"Client65936",42,-53.16,76441.96,10.21,0.0,10.21,76441.96,0.0,477.66,193.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21,0.0,76016.09,0.0,0.0,-829.79,352.0,7,4,3,"N"
"Client65944",39,59.73,10252.93,4129.46,0.0,4129.46,10252.93,322.29,0.0,847.28,478.9,1433.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4129.46,0.0,0.0,9407.65,0.0,-2303.15,1202.01,9,4,7,"S"
"Client65954",61,74.03,4010.7,1074.18,45.42,1074.18,4010.7,291.53,0.0,660.0,647.06,975.87,0.0,0.0,0.0,0.0,0.0,45.42,0.0,0.0,1074.18,0.0,0.0,2801.68,0.0,-1107.97,238.0,9,4,0,"S"
"Client66024",52,19.74,165.83,2501.54,0.0,2501.54,165.83,1009.92,0.0,165.83,2542.2,1550.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501.54,0.0,0.0,0.0,0.0,-1436.14,1311.17,25,5,17,"N"
