"Frequency","Angle of attack","Chord length","Free-stream velocity","Suction side displacement thickness","Scaled sound pressure level","nominal"
400,8.9,0.1016,39.6,0.0124596,135.540,"addition"
500,8.9,0.1016,39.6,0.0124596,133.790,"addition"
630,8.9,0.1016,39.6,0.0124596,131.920,"addition"
800,8.9,0.1016,39.6,0.0124596,130.940,"addition"
1000,8.9,0.1016,39.6,0.0124596,129.580,"addition"
1250,8.9,0.1016,39.6,0.0124596,127.710,"addition"
1600,8.9,0.1016,39.6,0.0124596,123.820,"addition"
2000,8.9,0.1016,39.6,0.0124596,119.040,"addition"
2500,8.9,0.1016,39.6,0.0124596,119.190,"addition"
3150,8.9,0.1016,39.6,0.0124596,119.350,"addition"
4000,8.9,0.1016,39.6,0.0124596,116.220,"addition"
5000,8.9,0.1016,39.6,0.0124596,113.080,"addition"
6300,8.9,0.1016,39.6,0.0124596,113.110,"addition"
200,12.3,0.1016,71.3,0.0337792,130.588,"addition"
250,12.3,0.1016,71.3,0.0337792,131.568,"addition"
315,12.3,0.1016,71.3,0.0337792,137.068,"addition"
400,12.3,0.1016,71.3,0.0337792,139.428,"addition"
500,12.3,0.1016,71.3,0.0337792,140.158,"addition"
630,12.3,0.1016,71.3,0.0337792,135.368,"addition"
800,12.3,0.1016,71.3,0.0337792,127.318,"addition"
1000,12.3,0.1016,71.3,0.0337792,127.928,"addition"
1250,12.3,0.1016,71.3,0.0337792,126.648,"addition"
1600,12.3,0.1016,71.3,0.0337792,124.748,"addition"
2000,12.3,0.1016,71.3,0.0337792,122.218,"addition"
2500,12.3,0.1016,71.3,0.0337792,121.318,"addition"
3150,12.3,0.1016,71.3,0.0337792,120.798,"addition"
4000,12.3,0.1016,71.3,0.0337792,118.018,"addition"
5000,12.3,0.1016,71.3,0.0337792,116.108,"addition"
6300,12.3,0.1016,71.3,0.0337792,113.958,"addition"
200,12.3,0.1016,55.5,0.0368233,132.304,"addition"
250,12.3,0.1016,55.5,0.0368233,133.294,"addition"
315,12.3,0.1016,55.5,0.0368233,135.674,"addition"
400,12.3,0.1016,55.5,0.0368233,136.414,"addition"
500,12.3,0.1016,55.5,0.0368233,133.774,"addition"
630,12.3,0.1016,55.5,0.0368233,124.244,"addition"
800,12.3,0.1016,55.5,0.0368233,125.114,"addition"
1000,12.3,0.1016,55.5,0.0368233,125.484,"addition"
1250,12.3,0.1016,55.5,0.0368233,124.214,"addition"
1600,12.3,0.1016,55.5,0.0368233,121.824,"addition"
2000,12.3,0.1016,55.5,0.0368233,118.564,"addition"
2500,12.3,0.1016,55.5,0.0368233,117.054,"addition"
3150,12.3,0.1016,55.5,0.0368233,116.914,"addition"
4000,12.3,0.1016,55.5,0.0368233,114.404,"addition"
5000,12.3,0.1016,55.5,0.0368233,112.014,"addition"
6300,12.3,0.1016,55.5,0.0368233,110.124,"addition"
200,12.3,0.1016,39.6,0.0408268,128.545,"addition"
250,12.3,0.1016,39.6,0.0408268,129.675,"addition"
315,12.3,0.1016,39.6,0.0408268,129.415,"addition"
400,12.3,0.1016,39.6,0.0408268,128.265,"addition"
500,12.3,0.1016,39.6,0.0408268,122.205,"addition"
630,12.3,0.1016,39.6,0.0408268,121.315,"addition"
800,12.3,0.1016,39.6,0.0408268,122.315,"addition"
1000,12.3,0.1016,39.6,0.0408268,122.435,"addition"
1250,12.3,0.1016,39.6,0.0408268,121.165,"addition"
1600,12.3,0.1016,39.6,0.0408268,117.875,"addition"
2000,12.3,0.1016,39.6,0.0408268,114.085,"addition"
2500,12.3,0.1016,39.6,0.0408268,113.315,"addition"
3150,12.3,0.1016,39.6,0.0408268,113.055,"addition"
4000,12.3,0.1016,39.6,0.0408268,110.905,"addition"
5000,12.3,0.1016,39.6,0.0408268,108.625,"addition"
6300,12.3,0.1016,39.6,0.0408268,107.985,"addition"
200,12.3,0.1016,31.7,0.0418756,124.987,"addition"
250,12.3,0.1016,31.7,0.0418756,125.857,"addition"
315,12.3,0.1016,31.7,0.0418756,124.717,"addition"
400,12.3,0.1016,31.7,0.0418756,123.207,"addition"
500,12.3,0.1016,31.7,0.0418756,118.667,"addition"
630,12.3,0.1016,31.7,0.0418756,119.287,"addition"
800,12.3,0.1016,31.7,0.0418756,120.037,"addition"
1000,12.3,0.1016,31.7,0.0418756,119.777,"addition"
1250,12.3,0.1016,31.7,0.0418756,118.767,"addition"
1600,12.3,0.1016,31.7,0.0418756,114.477,"addition"
2000,12.3,0.1016,31.7,0.0418756,110.447,"addition"
2500,12.3,0.1016,31.7,0.0418756,110.317,"addition"
3150,12.3,0.1016,31.7,0.0418756,110.307,"addition"
4000,12.3,0.1016,31.7,0.0418756,108.407,"addition"
5000,12.3,0.1016,31.7,0.0418756,107.147,"addition"
6300,12.3,0.1016,31.7,0.0418756,107.267,"addition"
200,15.6,0.1016,71.3,0.0437259,130.898,"addition"
250,15.6,0.1016,71.3,0.0437259,132.158,"addition"
315,15.6,0.1016,71.3,0.0437259,133.808,"addition"
400,15.6,0.1016,71.3,0.0437259,134.058,"addition"
500,15.6,0.1016,71.3,0.0437259,130.638,"addition"
630,15.6,0.1016,71.3,0.0437259,122.288,"addition"
800,15.6,0.1016,71.3,0.0437259,124.188,"addition"
1000,15.6,0.1016,71.3,0.0437259,124.438,"addition"
1250,15.6,0.1016,71.3,0.0437259,123.178,"addition"
1600,15.6,0.1016,71.3,0.0437259,121.528,"addition"
2000,15.6,0.1016,71.3,0.0437259,119.888,"addition"
2500,15.6,0.1016,71.3,0.0437259,118.998,"addition"
3150,15.6,0.1016,71.3,0.0437259,116.468,"addition"
4000,15.6,0.1016,71.3,0.0437259,113.298,"addition"
200,15.6,0.1016,39.6,0.0528487,123.514,"addition"
250,15.6,0.1016,39.6,0.0528487,124.644,"addition"
315,15.6,0.1016,39.6,0.0528487,122.754,"addition"
400,15.6,0.1016,39.6,0.0528487,120.484,"addition"
500,15.6,0.1016,39.6,0.0528487,115.304,"addition"
630,15.6,0.1016,39.6,0.0528487,118.084,"addition"
800,15.6,0.1016,39.6,0.0528487,118.964,"addition"
1000,15.6,0.1016,39.6,0.0528487,119.224,"addition"
1250,15.6,0.1016,39.6,0.0528487,118.214,"addition"
1600,15.6,0.1016,39.6,0.0528487,114.554,"addition"
2000,15.6,0.1016,39.6,0.0528487,110.894,"addition"
2500,15.6,0.1016,39.6,0.0528487,110.264,"addition"
3150,15.6,0.1016,39.6,0.0528487,109.254,"addition"
4000,15.6,0.1016,39.6,0.0528487,106.604,"addition"
5000,15.6,0.1016,39.6,0.0528487,106.224,"addition"
6300,15.6,0.1016,39.6,0.0528487,104.204,"addition"
